,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
73,London Irish,1.0,0.0,1.0,0.0,1.0,2.0,50.0,0.33,0.0,0.0,13.0,108.0,88.0,399.0,0.17,7.0,16.0,5.0,50.0,55.0,0.909,0.0,0.0,0,20.0,64,10,0.86,6.0,1.0,2.0,11.0,0,12.0,1.0,2.0,12.0,0.9229999999999999,13,2,0,M Carley,0, 8,0.0,7.0,11
74,Bath Rugby,2.0,2.0,2.0,100.0,2.0,3.0,66.66666666666666,0.8,1.0,0.0,27.0,115.0,104.0,337.0,0.5,3.0,13.0,10.0,77.0,80.0,0.9620000000000001,0.0,0.0,0,6.0,92,12,0.88,4.0,1.0,0.0,4.0,0,13.0,1.0,1.0,15.0,0.929,11,0,0,I Tempest,1,23 ,1.0,5.0,14
75,Newcastle Falcons,2.0,2.0,2.0,100.0,0.0,3.0,0.0,0.4,0.0,0.0,23.0,78.0,77.0,231.0,0.5,0.0,12.0,2.0,60.0,63.0,0.9520000000000001,0.0,0.0,0,9.0,118,13,0.9,4.0,0.0,1.0,4.0,0,15.0,1.0,1.0,13.0,0.938,14,1,0,I Tempest,0, 14,0.0,4.0,11
76,Gloucester Rugby,0.0,0.0,0.0,0.0,5.0,9.0,55.55555555555556,0.56,0.0,0.0,25.0,94.0,89.0,311.0,0.51,4.0,16.0,4.0,72.0,79.0,0.9109999999999999,2.0,4.0,0,11.0,75,12,0.86,6.0,0.0,1.0,7.0,0,10.0,1.0,2.0,8.0,0.909,7 ,0,0,A Small,1,15 ,0.0,6.0,11
77,Harlequins,3.0,2.0,3.0,66.66666666666666,1.0,2.0,50.0,0.6,0.0,0.0,25.0,110.0,86.0,234.0,0.49,4.0,12.0,8.0,68.0,69.0,0.986,6.0,6.0,1,9.0,101,16,0.86,7.0,1.0,0.0,6.0,1,8.0,2.0,1.0,10.0,0.8,11,0,0,A Small,0, 22,1.0,8.0,7 
78,Leicester Tigers,0.0,0.0,0.0,0.0,7.0,9.0,77.77777777777779,0.78,0.0,1.0,32.0,96.0,77.0,130.0,0.57,1.0,7.0,3.0,61.0,63.0,0.968,5.0,5.0,1,10.0,59,2,0.97,5.0,0.0,2.0,7.0,1,13.0,1.0,2.0,9.0,0.929,11,0,0,T Wigglesworth,1,21 ,3.0,5.0,14
79,Saracens,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.88,0.0,0.0,32.0,68.0,54.0,200.0,0.43,1.0,2.0,2.0,40.0,41.0,0.976,3.0,3.0,1,12.0,92,7,0.93,7.0,2.0,0.0,5.0,1,9.0,2.0,1.0,13.0,0.818,14,1,0,T Wigglesworth,0, 21,3.0,9.0,11
80,Northampton Saints,2.0,1.0,2.0,50.0,2.0,2.0,100.0,0.75,0.0,0.0,44.0,160.0,177.0,637.0,0.4,9.0,30.0,20.0,10.0,1.0,0.9640000000000001,0.0,0.0,0,18.0,55,19,0.74,4.0,0.0,1.0,6.0,0,11.0,2.0,4.0,17.0,0.846,10,0,0,DD Richards,1,18 ,0.0,4.0,10
81,Exeter Chiefs,3.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,0.0,1.0,46.0,94.0,82.0,457.0,0.6,8.0,19.0,10.0,35.0,39.0,0.897,0.0,0.0,0,15.0,152,30,0.84,6.0,1.0,0.0,4.0,0,17.0,4.0,2.0,11.0,0.81,10,0,0,DD Richards,0, 24,1.0,7.0,10
82,Wasps,11.0,8.0,11.0,72.72727272727273,0.0,0.0,0.0,0.73,0.0,0.0,26.0,173.0,142.0,810.0,0.67,24.0,36.0,19.0,90.0,93.0,0.968,4.0,4.0,1,9.0,74,16,0.82,7.0,0.0,1.0,2.0,1,15.0,1.0,1.0,14.0,0.938,10,0,0,T Foley,1,71 ,1.0,7.0,9 
83,London Welsh,1.0,1.0,1.0,100.0,0.0,1.0,0.0,0.5,0.0,0.0,20.0,119.0,86.0,355.0,0.33,3.0,16.0,10.0,41.0,45.0,0.9109999999999999,4.0,7.0,0,15.0,124,36,0.78,2.0,1.0,0.0,7.0,0,14.0,1.0,1.0,15.0,0.9329999999999999,9 ,0,0,T Foley,0, 7,0.0,3.0,10
84,Newcastle Falcons,1.0,0.0,1.0,0.0,5.0,6.0,83.33333333333334,0.71,0.0,0.0,21.0,115.0,100.0,182.0,0.5,3.0,12.0,3.0,91.0,94.0,0.968,0.0,0.0,0,7.0,190,26,0.88,6.0,0.0,1.0,3.0,0,11.0,2.0,1.0,6.0,0.846,11,1,0,T Wigglesworth,1,20 ,1.0,6.0,16
85,Gloucester Rugby,1.0,1.0,1.0,100.0,1.0,3.0,33.33333333333333,0.5,0.0,0.0,14.0,153.0,129.0,275.0,0.5,2.0,26.0,5.0,11.0,1.0,0.9570000000000001,0.0,0.0,0,12.0,151,12,0.93,3.0,1.0,0.0,6.0,0,6.0,1.0,2.0,11.0,0.857,16,1,0,T Wigglesworth,0, 10,0.0,4.0,11
86,Exeter Chiefs,3.0,2.0,3.0,66.66666666666666,4.0,4.0,100.0,0.86,0.0,0.0,23.0,105.0,78.0,297.0,0.6,5.0,15.0,4.0,59.0,62.0,0.9520000000000001,0.0,0.0,0,8.0,100,17,0.85,3.0,1.0,3.0,11.0,0,14.0,3.0,0.0,9.0,0.8240000000000001,10,1,0,I Tempest,1,31 ,1.0,4.0,9
87,Wasps,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.67,0.0,0.0,19.0,123.0,88.0,447.0,0.4,11.0,17.0,10.0,60.0,60.0,1.0,0.0,0.0,0,13.0,97,15,0.87,11.0,3.0,1.0,3.0,0,9.0,0.0,3.0,14.0,1.0,9,1,0,I Tempest,0, 15,0.0,14.0,10
88,Harlequins,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,1.0,18.0,157.0,124.0,239.0,0.58,2.0,8.0,14.0,91.0,94.0,0.968,5.0,7.0,0,13.0,110,17,0.87,9.0,2.0,0.0,3.0,0,9.0,1.0,8.0,9.0,0.9,10,0,0,T Foley,1,12 ,0.0,11.0,7 
89,Sale Sharks,1.0,1.0,1.0,100.0,3.0,5.0,60.0,0.67,0.0,0.0,21.0,106.0,89.0,278.0,0.42,6.0,17.0,3.0,72.0,73.0,0.986,3.0,3.0,1,13.0,143,8,0.95,3.0,0.0,2.0,9.0,1,9.0,8.0,1.0,9.0,0.529,7 ,0,0,T Foley,0, 16,1.0,3.0,10
90,London Irish,2.0,2.0,2.0,100.0,3.0,5.0,60.0,0.71,0.0,0.0,25.0,117.0,90.0,392.0,0.4,4.0,13.0,9.0,61.0,62.0,0.9840000000000001,0.0,0.0,0,10.0,42,9,0.82,3.0,1.0,2.0,7.0,0,11.0,2.0,2.0,9.0,0.846,14,1,0,A Small,1,23 ,0.0,4.0,12
91,Bath Rugby,3.0,3.0,3.0,100.0,4.0,5.0,80.0,0.88,0.0,0.0,29.0,56.0,50.0,254.0,0.6,4.0,9.0,4.0,30.0,34.0,0.882,0.0,0.0,0,7.0,94,13,0.88,7.0,2.0,1.0,3.0,0,9.0,2.0,2.0,11.0,0.818,12,1,0,A Small,0, 33,1.0,9.0,14
92,Saracens,3.0,0.0,3.0,0.0,3.0,3.0,100.0,0.5,0.0,0.0,27.0,63.0,75.0,260.0,0.5,7.0,16.0,5.0,51.0,53.0,0.9620000000000001,7.0,8.0,0,9.0,94,6,0.94,4.0,2.0,0.0,6.0,0,17.0,2.0,0.0,14.0,0.895,13,0,0,M Carley,1,24 ,0.0,6.0,13
93,Northampton Saints,3.0,2.0,3.0,66.66666666666666,4.0,5.0,80.0,0.75,0.0,0.0,29.0,56.0,78.0,214.0,0.5,2.0,6.0,2.0,59.0,65.0,0.9079999999999999,6.0,10.0,0,15.0,77,16,0.83,6.0,0.0,2.0,4.0,0,14.0,0.0,2.0,17.0,1.0,13,1,0,M Carley,0, 31,1.0,6.0,13
94,London Welsh,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,123.0,75.0,256.0,0.41,1.0,9.0,7.0,48.0,49.0,0.98,5.0,6.0,0,17.0,104,25,0.81,10.0,2.0,1.0,6.0,0,12.0,3.0,3.0,16.0,0.8,12,0,0,DD Richards,1,5 ,0.0,12.0,9 
95,Leicester Tigers,4.0,3.0,4.0,75.0,0.0,2.0,0.0,0.5,0.0,0.0,24.0,126.0,101.0,411.0,0.59,7.0,25.0,6.0,73.0,76.0,0.961,8.0,9.0,0,14.0,78,9,0.9,6.0,1.0,2.0,10.0,0,16.0,3.0,3.0,12.0,0.8420000000000001,9 ,0,0,DD Richards,0, 26,1.0,7.0,12
96,Bath Rugby,4.0,1.0,4.0,25.0,1.0,2.0,50.0,0.33,0.0,0.0,18.0,98.0,76.0,210.0,0.57,5.0,13.0,4.0,55.0,61.0,0.902,12.0,1.0,0,15.0,76,10,0.88,11.0,0.0,4.0,4.0,0,22.0,3.0,1.0,7.0,0.88,4 ,0,0,W Barnes,1,25 ,1.0,11.0,22
97,Harlequins,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,19.0,90.0,64.0,160.0,0.43,2.0,10.0,5.0,53.0,57.0,0.93,2.0,4.0,0,10.0,91,13,0.88,4.0,4.0,0.0,11.0,0,7.0,1.0,3.0,22.0,0.875,22,3,0,W Barnes,0, 6,0.0,8.0,4 
98,Exeter Chiefs,0.0,0.0,0.0,0.0,9.0,9.0,100.0,1.0,0.0,1.0,41.0,69.0,108.0,405.0,0.0,5.0,17.0,6.0,61.0,64.0,0.953,0.0,0.0,0,16.0,54,14,0.79,11.0,0.0,1.0,6.0,0,8.0,3.0,1.0,3.0,0.727,7,0,0,GM Garner,1,27 ,1.0,11.0,12
99,Saracens,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.83,0.0,0.0,41.0,58.0,75.0,216.0,1.0,3.0,14.0,3.0,40.0,43.0,0.93,0.0,0.0,0,18.0,96,17,0.85,6.0,1.0,0.0,11.0,0,3.0,1.0,3.0,8.0,0.75,12,1,0,GM Garner,0, 19,0.0,7.0,7
100,Leicester Tigers,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,0.0,1.0,21.0,86.0,74.0,236.0,0.0,0.0,8.0,0.0,64.0,65.0,0.985,0.0,0.0,0,14.0,91,10,0.9,10.0,1.0,0.0,6.0,0,12.0,0.0,1.0,11.0,1.0,8,0,0,L Pearce,1,18 ,1.0,11.0,14
101,Wasps,1.0,1.0,1.0,100.0,3.0,4.0,75.0,0.8,0.0,0.0,20.0,100.0,68.0,223.0,1.0,4.0,10.0,1.0,53.0,54.0,0.981,0.0,0.0,0,15.0,106,8,0.93,6.0,0.0,1.0,10.0,0,11.0,1.0,0.0,12.0,0.917,14,0,0,L Pearce,0, 16,0.0,6.0,8
102,London Irish,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,17.0,96.0,86.0,211.0,0.45,4.0,13.0,13.0,58.0,62.0,0.935,5.0,7.0,0,16.0,127,22,0.85,5.0,0.0,2.0,7.0,0,16.0,5.0,1.0,7.0,0.762,8 ,0,0,M Carley,1,9 ,0.0,5.0,15
103,Gloucester Rugby,2.0,1.0,2.0,50.0,3.0,4.0,75.0,0.67,0.0,0.0,25.0,105.0,98.0,345.0,0.55,7.0,22.0,8.0,69.0,76.0,0.9079999999999999,8.0,10.0,0,12.0,88,13,0.87,7.0,2.0,0.0,5.0,0,7.0,1.0,5.0,16.0,0.875,15,1,0,M Carley,0, 21,1.0,9.0,8 
104,London Welsh,2.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,224.0,131.0,491.0,0.22,13.0,29.0,15.0,90.0,94.0,0.9570000000000001,0.0,0.0,0,22.0,75,16,0.82,7.0,0.0,2.0,7.0,0,11.0,2.0,0.0,14.0,0.846,11,1,0,T Wigglesworth,1,14 ,0.0,7.0,7
105,Northampton Saints,7.0,4.0,7.0,57.14285714285714,0.0,1.0,0.0,0.5,0.0,0.0,24.0,98.0,72.0,344.0,0.78,14.0,16.0,6.0,45.0,48.0,0.938,0.0,0.0,0,17.0,136,29,0.82,7.0,2.0,0.0,7.0,0,14.0,0.0,2.0,11.0,1.0,7,1,0,T Wigglesworth,0, 43,1.0,9.0,11
106,Newcastle Falcons,1.0,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,33.0,170.0,116.0,475.0,0.41,5.0,18.0,7.0,83.0,88.0,0.943,4.0,5.0,0,14.0,164,14,0.92,3.0,2.0,1.0,5.0,0,11.0,3.0,1.0,11.0,0.7859999999999999,11,0,0,DD Richards,1,13 ,0.0,5.0,10
107,Sale Sharks,2.0,1.0,2.0,50.0,2.0,3.0,66.66666666666666,0.6,0.0,0.0,37.0,212.0,143.0,534.0,0.59,8.0,14.0,5.0,11.0,1.0,0.958,5.0,6.0,0,12.0,126,18,0.88,5.0,1.0,2.0,3.0,0,11.0,1.0,3.0,11.0,0.917,10,0,0,DD Richards,0, 18,1.0,6.0,11
108,Sale Sharks,2.0,1.0,2.0,50.0,2.0,3.0,66.66666666666666,0.6,0.0,1.0,29.0,132.0,116.0,335.0,0.6,5.0,20.0,8.0,75.0,79.0,0.9490000000000001,10.0,1.0,0,14.0,99,22,0.82,6.0,1.0,3.0,3.0,0,18.0,2.0,4.0,12.0,0.9,10,1,0,W Barnes,1,18 ,1.0,7.0,17
109,Exeter Chiefs,1.0,0.0,1.0,0.0,2.0,2.0,100.0,0.67,0.0,0.0,28.0,78.0,85.0,276.0,0.4,3.0,22.0,3.0,53.0,58.0,0.914,5.0,6.0,0,13.0,124,20,0.86,3.0,3.0,1.0,6.0,0,12.0,4.0,2.0,18.0,0.75,17,2,0,W Barnes,0, 11,0.0,6.0,10
110,Gloucester Rugby,1.0,1.0,1.0,100.0,3.0,5.0,60.0,0.67,0.0,1.0,21.0,149.0,129.0,278.0,0.61,4.0,19.0,6.0,11.0,1.0,0.9570000000000001,0.0,2.0,0,14.0,93,13,0.88,5.0,2.0,1.0,6.0,0,5.0,1.0,2.0,8.0,0.833,13,1,0,GM Garner,1,16 ,0.0,7.0,7 
111,Bath Rugby,3.0,3.0,3.0,100.0,6.0,7.0,85.71428571428571,0.9,0.0,0.0,24.0,119.0,78.0,285.0,0.39,9.0,13.0,8.0,58.0,61.0,0.951,3.0,3.0,1,10.0,182,19,0.91,6.0,1.0,2.0,5.0,1,8.0,2.0,1.0,5.0,0.8,7 ,0,0,GM Garner,0, 39,1.0,7.0,13
112,Harlequins,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,0.0,0.0,28.0,130.0,116.0,432.0,0.0,4.0,18.0,8.0,87.0,90.0,0.9670000000000001,0.0,0.0,0,15.0,134,29,0.82,8.0,0.0,0.0,3.0,0,11.0,2.0,3.0,16.0,0.846,8,0,0,M Carley,1,15 ,1.0,8.0,13
113,Newcastle Falcons,1.0,1.0,1.0,100.0,0.0,1.0,0.0,0.5,0.0,0.0,23.0,177.0,128.0,577.0,1.0,10.0,29.0,17.0,85.0,91.0,0.934,0.0,0.0,0,20.0,125,18,0.87,3.0,0.0,0.0,8.0,0,16.0,3.0,2.0,11.0,0.8420000000000001,13,0,0,M Carley,0, 7,0.0,3.0,8
114,Northampton Saints,3.0,1.0,3.0,33.33333333333333,2.0,3.0,66.66666666666666,0.5,0.0,0.0,25.0,190.0,152.0,517.0,0.7,8.0,23.0,9.0,11.0,1.0,0.9440000000000001,3.0,4.0,0,18.0,50,15,0.77,2.0,1.0,1.0,8.0,0,14.0,1.0,5.0,9.0,0.9329999999999999,10,0,1,JP Doyle,1,23 ,1.0,3.0,11
115,Leicester Tigers,3.0,2.0,3.0,66.66666666666666,0.0,1.0,0.0,0.5,0.0,0.0,26.0,67.0,57.0,245.0,0.3,4.0,15.0,4.0,39.0,42.0,0.929,3.0,3.0,1,9.0,160,23,0.87,8.0,1.0,1.0,2.0,1,9.0,5.0,1.0,14.0,0.643,11,1,0,JP Doyle,0, 19,0.0,9.0,10
116,Saracens,11.0,10.0,11.0,90.9090909090909,1.0,1.0,100.0,0.92,0.0,0.0,19.0,147.0,128.0,708.0,0.92,16.0,37.0,12.0,78.0,81.0,0.963,0.0,0.0,0,16.0,70,10,0.88,4.0,0.0,3.0,3.0,0,17.0,1.0,8.0,5.0,0.9440000000000001,8,0,0,I Tempest,1,78 ,1.0,4.0,15
117,London Welsh,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,73.0,66.0,219.0,0.08,4.0,10.0,7.0,42.0,46.0,0.9129999999999999,0.0,0.0,0,9.0,137,37,0.79,3.0,3.0,0.0,4.0,0,5.0,8.0,1.0,17.0,0.385,15,2,0,I Tempest,0, 7,0.0,6.0,8
118,Wasps,4.0,2.0,4.0,50.0,8.0,8.0,100.0,0.83,0.0,0.0,18.0,143.0,108.0,468.0,0.47,11.0,22.0,7.0,66.0,68.0,0.971,6.0,6.0,1,16.0,100,4,0.96,1.0,0.0,3.0,5.0,1,16.0,0.0,0.0,9.0,1.0,6 ,0,0,T Foley,1,48 ,1.0,1.0,20
119,London Irish,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,23.0,97.0,108.0,246.0,0.53,6.0,4.0,8.0,76.0,80.0,0.95,3.0,3.0,1,8.0,101,22,0.82,5.0,3.0,0.0,1.0,1,9.0,0.0,0.0,16.0,1.0,20,1,0,T Foley,0, 16,0.0,8.0,6 
120,London Irish,3.0,3.0,3.0,100.0,1.0,3.0,33.33333333333333,0.67,0.0,0.0,35.0,98.0,104.0,351.0,1.0,4.0,8.0,2.0,75.0,77.0,0.9740000000000001,0.0,0.0,0,10.0,92,18,0.84,5.0,0.0,0.0,3.0,0,18.0,2.0,2.0,12.0,0.9,12,0,1,GM Garner,1,24 ,1.0,5.0,9
121,London Welsh,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,31.0,111.0,95.0,281.0,0.0,6.0,18.0,6.0,65.0,70.0,0.929,0.0,0.0,0,13.0,94,8,0.92,3.0,0.0,0.0,5.0,0,12.0,2.0,2.0,18.0,0.857,9,0,1,GM Garner,0, 9,0.0,3.0,12
122,Sale Sharks,4.0,2.0,4.0,50.0,2.0,2.0,100.0,0.67,0.0,0.0,27.0,151.0,157.0,602.0,0.5,13.0,17.0,11.0,90.0,94.0,0.9570000000000001,0.0,0.0,0,9.0,136,20,0.87,2.0,0.0,1.0,4.0,0,12.0,1.0,0.0,15.0,0.9229999999999999,15,1,0,T Wigglesworth,1,30 ,0.0,2.0,5
123,Leicester Tigers,4.0,3.0,4.0,75.0,2.0,3.0,66.66666666666666,0.71,0.0,0.0,26.0,159.0,138.0,437.0,0.5,5.0,20.0,4.0,96.0,98.0,0.98,0.0,0.0,0,8.0,125,17,0.88,4.0,1.0,0.0,2.0,0,15.0,0.0,1.0,12.0,1.0,5,1,0,T Wigglesworth,0, 32,1.0,5.0,15
124,Bath Rugby,4.0,4.0,4.0,100.0,1.0,2.0,50.0,0.83,0.0,0.0,25.0,219.0,134.0,629.0,0.58,17.0,34.0,15.0,86.0,91.0,0.945,5.0,6.0,0,19.0,85,17,0.83,9.0,0.0,1.0,5.0,0,12.0,2.0,2.0,11.0,0.857,3 ,0,0,JP Doyle,1,31 ,1.0,9.0,14
125,Exeter Chiefs,2.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,102.0,86.0,414.0,0.42,11.0,17.0,6.0,56.0,62.0,0.903,5.0,5.0,1,17.0,120,34,0.78,5.0,1.0,0.0,9.0,1,11.0,2.0,2.0,12.0,0.846,14,1,0,JP Doyle,0, 14,0.0,6.0,3 
126,Gloucester Rugby,2.0,2.0,2.0,100.0,3.0,4.0,75.0,0.83,0.0,0.0,19.0,143.0,112.0,415.0,0.6,4.0,12.0,8.0,73.0,77.0,0.948,5.0,6.0,0,10.0,49,13,0.79,8.0,0.0,0.0,6.0,0,7.0,1.0,0.0,16.0,0.875,14,0,0,DD Richards,1,23 ,0.0,8.0,10
127,Wasps,3.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,25.0,59.0,50.0,129.0,0.4,5.0,13.0,4.0,34.0,37.0,0.919,12.0,1.0,0,11.0,107,12,0.9,6.0,0.0,0.0,8.0,0,16.0,0.0,1.0,7.0,1.0,10,0,0,DD Richards,0, 30,1.0,6.0,14
128,Harlequins,3.0,2.0,3.0,66.66666666666666,2.0,3.0,66.66666666666666,0.67,0.0,0.0,12.0,200.0,160.0,487.0,0.72,6.0,32.0,15.0,13.0,1.0,0.97,2.0,3.0,0,12.0,43,4,0.91,5.0,0.0,1.0,5.0,0,9.0,2.0,2.0,15.0,0.818,16,0,0,W Barnes,1,25 ,0.0,5.0,13
129,Northampton Saints,3.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,13.0,49.0,44.0,160.0,0.28,3.0,4.0,3.0,30.0,33.0,0.909,11.0,1.0,0,9.0,173,32,0.84,5.0,1.0,0.0,5.0,0,15.0,2.0,2.0,9.0,0.882,13,1,0,W Barnes,0, 30,1.0,6.0,16
130,Newcastle Falcons,3.0,1.0,3.0,33.33333333333333,2.0,3.0,66.66666666666666,0.5,0.0,0.0,34.0,132.0,100.0,411.0,0.5,12.0,20.0,11.0,75.0,77.0,0.9740000000000001,0.0,0.0,0,14.0,113,12,0.9,5.0,0.0,1.0,6.0,0,9.0,2.0,3.0,10.0,0.818,10,0,0,L Pearce,1,23 ,0.0,5.0,8
131,Saracens,3.0,2.0,3.0,66.66666666666666,2.0,3.0,66.66666666666666,0.67,0.0,0.0,27.0,139.0,116.0,485.0,0.5,10.0,12.0,7.0,72.0,74.0,0.973,0.0,0.0,0,12.0,109,20,0.84,6.0,1.0,0.0,5.0,0,10.0,3.0,2.0,9.0,0.769,8,0,0,L Pearce,0, 25,1.0,7.0,10
132,Exeter Chiefs,3.0,2.0,3.0,66.66666666666666,2.0,3.0,66.66666666666666,0.67,0.0,0.0,23.0,187.0,134.0,597.0,0.58,13.0,34.0,15.0,95.0,97.0,0.9790000000000001,5.0,5.0,1,12.0,110,12,0.9,4.0,1.0,1.0,6.0,1,11.0,1.0,1.0,7.0,0.917,8,0,0,A Small,1,25 ,0.0,5.0,9
133,Gloucester Rugby,2.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,1.0,0.0,27.0,98.0,92.0,327.0,0.42,1.0,12.0,8.0,66.0,67.0,0.985,5.0,5.0,1,10.0,162,34,0.83,6.0,1.0,1.0,4.0,1,7.0,1.0,1.0,11.0,0.875,9,0,0,A Small,0, 26,1.0,7.0,8
134,Leicester Tigers,1.0,0.0,1.0,0.0,4.0,5.0,80.0,0.67,0.0,0.0,21.0,115.0,95.0,226.0,0.54,3.0,13.0,3.0,70.0,72.0,0.972,5.0,6.0,0,9.0,107,10,0.91,6.0,6.0,0.0,1.0,0,15.0,2.0,2.0,21.0,0.882,13,0,0,M Carley,1,17 ,1.0,12.0,14
135,Bath Rugby,1.0,0.0,1.0,0.0,1.0,2.0,50.0,0.33,0.0,0.0,16.0,136.0,92.0,253.0,0.46,0.0,10.0,11.0,62.0,69.0,0.899,8.0,11.0,0,20.0,103,13,0.89,1.0,0.0,6.0,6.0,0,21.0,2.0,2.0,15.0,0.9129999999999999,14,0,0,M Carley,0, 8,0.0,1.0,13
136,Northampton Saints,5.0,4.0,5.0,80.0,2.0,2.0,100.0,0.86,0.0,0.0,27.0,167.0,144.0,657.0,0.5,16.0,23.0,21.0,90.0,95.0,0.9470000000000001,5.0,5.0,1,12.0,117,17,0.87,3.0,1.0,0.0,5.0,1,9.0,3.0,0.0,14.0,0.75,9 ,0,0,I Tempest,1,39 ,1.0,4.0,12
137,Newcastle Falcons,4.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,35.0,153.0,106.0,308.0,0.5,6.0,17.0,7.0,86.0,86.0,1.0,4.0,5.0,0,6.0,143,23,0.86,5.0,0.0,1.0,3.0,0,14.0,0.0,3.0,9.0,1.0,12,1,0,I Tempest,0, 31,0.0,5.0,9 
138,Saracens,2.0,0.0,2.0,0.0,4.0,4.0,100.0,0.67,0.0,0.0,29.0,111.0,99.0,365.0,0.54,6.0,28.0,6.0,66.0,69.0,0.9570000000000001,6.0,6.0,1,19.0,84,12,0.88,11.0,2.0,3.0,8.0,1,11.0,2.0,2.0,9.0,0.846,8 ,0,0,T Wigglesworth,1,22 ,1.0,13.0,11
139,London Irish,0.0,0.0,0.0,0.0,2.0,3.0,66.66666666666666,0.67,0.0,0.0,30.0,98.0,87.0,237.0,0.46,5.0,12.0,4.0,62.0,63.0,0.9840000000000001,3.0,4.0,0,15.0,110,28,0.8,8.0,3.0,2.0,11.0,0,9.0,2.0,2.0,11.0,0.818,11,0,0,T Wigglesworth,0, 6,0.0,11.0,8 
140,Wasps,5.0,5.0,5.0,100.0,1.0,2.0,50.0,0.86,1.0,0.0,30.0,161.0,121.0,590.0,0.83,16.0,25.0,12.0,79.0,82.0,0.963,0.0,0.0,0,15.0,101,12,0.89,7.0,0.0,1.0,2.0,0,15.0,2.0,3.0,11.0,0.882,11,1,0,GM Garner,1,41 ,1.0,7.0,11
141,Sale Sharks,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,1.0,28.0,121.0,101.0,427.0,0.17,5.0,12.0,6.0,64.0,71.0,0.9009999999999999,0.0,0.0,0,19.0,109,25,0.81,2.0,1.0,0.0,7.0,0,11.0,3.0,2.0,15.0,0.7859999999999999,11,0,0,GM Garner,0, 16,0.0,3.0,11
142,London Welsh,1.0,1.0,1.0,100.0,2.0,3.0,66.66666666666666,0.75,0.0,0.0,22.0,121.0,81.0,370.0,0.2,9.0,12.0,14.0,45.0,48.0,0.938,0.0,0.0,0,16.0,189,33,0.85,8.0,1.0,2.0,5.0,0,1.0,2.0,1.0,17.0,0.33299999999999996,11,0,0,JP Doyle,1,13 ,0.0,9.0,7
143,Harlequins,4.0,2.0,4.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,17.0,238.0,191.0,818.0,0.8,18.0,33.0,18.0,13.0,1.0,0.9420000000000001,0.0,0.0,0,21.0,68,12,0.85,5.0,2.0,1.0,8.0,0,17.0,1.0,2.0,1.0,0.9440000000000001,7,0,0,JP Doyle,0, 24,1.0,7.0,11
144,Sale Sharks,2.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,0.0,0.0,23.0,144.0,106.0,291.0,0.67,5.0,16.0,10.0,68.0,72.0,0.9440000000000001,0.0,0.0,0,12.0,122,12,0.91,8.0,1.0,2.0,6.0,0,24.0,0.0,3.0,9.0,1.0,11,0,0,M Carley,1,20 ,1.0,9.0,16
