Clock,TimeLeft,PhaseID,PhaseTime,PhaseName,RucksNo,PosGainline,NegGainline,Linebreak,LineBreakPrevPhase,rdNear,rdRuck,rdFar,rdMiddle,rsSlow,rsMedium,rsFast,KickTotal,KickedInfield,KickedtoTouch,turnoverTot,turnoverKick,turnoverContact,fromTurnover,penFK,penContact,Tries,TryTotal,PenTotal,TotDraPoss,TotOppPoss,TotDraLineB,TotAwayLineBreaks,DragScore,AwayScore
53.7147197,50,1340,0.279568142,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.5554815,12.69575116,2,6,9,17
55.31166566,50,1357,1.411717863,BALL IN PLAY,7,0,0,0,,6,0,1,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,15.59518881,12.85118631,2,6,9,17
56.63190608,50,1433,0.278699202,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17.06014929,13.56117684,2,6,12,17
57.6154543,50,1446,0.552674634,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,17.33320008,13.56117684,2,6,12,17
58.49799773,50,1466,0.356025406,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,17.51333932,13.83422763,2,6,15,17
59.3436691,50,1480,0.684808603,BALL IN PLAY,3,0,0,0,,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,17.58683115,13.90771946,2,6,15,17
60.08804747,50,1512,0.542013888,BALL IN PLAY,4,0,0,0,,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,18.20402049,14.20610726,2,6,15,17
61.4399112,50,1543,1.116234585,BALL IN PLAY,8,0,0,0,,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.32025507,14.5249088,2,6,15,17
61.9164728,50,1599,0.333898549,BALL IN PLAY,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.65415362,14.5249088,2,6,15,17
62.82495963,50,1620,0.314898664,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.65415362,14.85880735,2,6,15,17
0.735645177,80,10,0.62549853,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333898549,0,0,0,0
1.604302264,80,27,0.386239203,BALL IN PLAY,2,0,0,0,,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.667797098,0,0,0,0
2.475924319,80,41,0.661516056,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1.001695647,0,0,0,0
3.160903982,80,74,0.225624954,BALL IN PLAY,2,0,0,1,RD - Near,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.568831036,1.570526684,0,1,0,0
4.745538171,80,88,1.12142027,BALL IN PLAY,5,0,0,0,,4,0,0,1,0,0,0,3,3,0,1,0,1,0,1,1,0,0,0,0.568831036,2.13935772,0,1,0,7
5.735481342,80,130,0.447215687,BALL IN PLAY,3,0,0,1,RD - Near,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.694957547,2.265484231,1,1,0,7
6.307166136,80,156,0.361354272,BALL IN PLAY,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.013885353,2.584412037,1,1,0,7
8.098078517,80,174,0.523204584,BALL IN PLAY,5,0,0,0,,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.375239625,2.945766309,1,1,0,7
8.80161045,80,192,0.398774844,BALL IN PLAY,3,0,0,0,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.375239625,2.945766309,1,1,0,7
10.16949697,80,215,1.137324098,BALL IN PLAY,8,0,0,0,,4,2,0,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.774014468,3.344541152,1,1,0,7
10.75582545,80,257,0.124308228,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.774014468,3.743315996,1,1,0,7
12.89335912,80,270,1.275855776,BALL IN PLAY,5,0,0,1,Kicked Infield,3,1,0,1,0,0,0,2,2,0,1,0,1,2,0,1,0,0,0,1.774014468,4.14209084,1,1,0,7
13.41788694,80,320,0.110421492,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882680314,4.359422531,1,2,0,10
14.67745697,80,331,0.242731716,BALL IN PLAY,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1.882680314,4.468088377,1,2,0,10
16.44322804,80,340,1.341314783,BALL IN PLAY,3,0,0,1,From Turnover,2,0,0,1,0,0,0,3,2,0,2,0,0,2,0,0,0,0,0,1.882680314,4.468088377,1,2,3,10
17.80777591,80,406,0.514003628,BALL IN PLAY,2,0,0,1,From Turnover,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2.798009398,5.117941892,2,3,3,10
19.29780741,80,443,0.60094005,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3.156800625,5.835524345,2,3,3,13
19.77514809,80,460,0.211346058,BALL IN PLAY,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.346686972,6.025410692,2,3,3,13
20.26450012,80,468,0.214553001,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3.346686972,6.025410692,2,3,3,13
20.65511058,80,478,0.167445635,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.452031289,6.130755009,2,3,3,13
22.26416125,80,491,0.810927683,BALL IN PLAY,3,0,0,0,,3,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,3.619476924,6.298200644,2,3,3,13
22.83358187,80,519,0.348157934,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.771339255,6.450062975,2,3,3,13
23.61436096,80,531,0.491485809,BALL IN PLAY,2,0,0,0,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.119497189,6.450062975,2,3,3,13
24.24774241,80,551,0.340023791,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.610982998,6.941548784,2,3,3,13
26.08033363,80,559,1.599795834,BALL IN PLAY,12,0,0,1,RD - RUCK,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.610982998,6.941548784,2,3,3,13
27.14166983,80,642,0.453885914,BALL IN PLAY,2,0,0,0,,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.210778832,6.941548784,3,3,3,13
28.22826226,80,663,0.294575297,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.664664747,6.941548784,3,3,3,13
28.9970101,80,677,0.760255034,BALL IN PLAY,3,0,0,0,,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,6.780659187,7.173537664,3,3,3,13
30.52115188,80,712,0.252015362,BALL IN PLAY,0,0,0,0,,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,6.780659187,7.289532104,3,3,3,13
32.29332689,80,730,0.942263851,BALL IN PLAY,2,0,0,0,,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6.881321016,7.390193934,3,3,6,13
33.86213571,70,772,0.79934465,BALL IN PLAY,2,0,0,0,,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,7.551330564,8.060203482,3,3,6,16
37.06093209,70,804,2.556235033,BALL IN PLAY,17,0,0,0,,8,6,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,7.700391264,8.358324882,3,3,6,16
